,price,area_total,area_util,quarto,banheiro,vaga,bairro
3739,R$ 562.000,68 m² área total,68 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Aclimação
3740,R$ 1.200.000,261 m² área total,151 m² área útil,3 Quartos,1 Banheiro,3 Vagas,<span> Vila Mariana
3741,R$ 2.285.000,205 m² área total,205 m² área útil,3 Quartos,4 Banheiros,4 Vagas,<span> Brooklin
3742,R$ 350.000,39 m² área total,29 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Indian
3743,R$ 590.000,118 m² área total,75 m² área útil,3 Quartos,1 Banheiro,2 Vagas,<span> Jabaquara
3744,R$ 450.000,95 m² área total,75 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Santa Catarina
3745,R$ 320.000,58 m² área total,58 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Santa Catarina
3746,R$ 1.675.000,200 m² área total,151 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Tatuapé
3747,R$ 220.000,26 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Santana
3748,R$ 710.000,70 m² área total,70 m² área útil,3 Quartos,3 Banheiros,1 Vaga,<span> Vila Pompéia
3749,R$ 320.000,70 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Paulista
3750,R$ 300.000,70 m² área total,63 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Jardim Esmeralda
3751,R$ 2.865.000,222 m² área total,222 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Campo Belo
3752,R$ 1.580.000,140 m² área total,140 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Perdizes
3753,R$ 489.720,27 m² área total,17 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Tatuapé
3754,R$ 550.000,55 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Anglo Brasileira
3755,R$ 445.000,100 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Guarani
3756,R$ 742.000,62 m² área total,52 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Nova Conceição
3757,R$ 260.000,100 m² área total,56 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Vergueiro 
3758,R$ 1.940.000,178 m² área total,178 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Campo Belo
3759,R$ 1.575.000,190 m² área total,166 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Brooklin Paulista
3760,R$ 3.800.000,620 m² área total,375 m² área útil,4 Quartos,6 Banheiros,5 Vagas,<span> Paraíso
3761,R$ 350.000,69 m² área total,69 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Butantã
3762,R$ 280.000,13 m² área total,13 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jaguaré
3763,R$ 380.000,173 m² área total,71 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jabaquara
3764,R$ 730.000,38 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Pinheiros
3765,R$ 1.590.000,127 m² área total,127 m² área útil,2 Quartos,4 Banheiros,3 Vagas,<span> Brooklin
3766,R$ 296.800,36 m² área total,26 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
3767,R$ 2.590.000,163 m² área total,163 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Moema
3768,R$ 870.000,98 m² área total,98 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Bosque da Saúde
3769,R$ 1.650.000,167 m² área total,167 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Brooklin Paulista
3770,R$ 350.000,62 m² área total,62 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Jardim Íris
3771,R$ 280.000,1500 m² área tot,60 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Campo Grande
3772,R$ 749.900,93 m² área total,93 m² área útil,4 Quartos,2 Banheiros,2 Vagas,<span> Vila Mariana
3773,R$ 1.060.000,206 m² área total,206 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Jardim Fonte do Morumbi
3774,R$ 350.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Morumbi
3775,R$ 1.440.000,84 m² área total,84 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Itaim Bibi
3776,R$ 320.000,63 m² área total,64 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Vila Cunha Bueno
3777,R$ 420.000,75 m² área total,75 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jardim Esmeralda
3778,R$ 695.000,63 m² área total,63 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Mariana
3779,R$ 1.200.000,120 m² área total,108 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Mariana
3780,R$ 350.000,100 m² área total,68 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Jardim Cons
3781,R$ 450.000,74 m² área total,74 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Chácara Calif
3782,R$ 550.000,63 m² área total,63 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Santana
3783,R$ 1.350.000,163 m² área total,163 m² área útil,0 Quartos,5 Banheiros,3 Vagas,<span> Vila Andrade
3784,R$ 1.980.000,137 m² área total,137 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Moema
3785,R$ 2.200.000,481 m² área total,240 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Santana
3786,R$ 340.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
3787,R$ 1.300.000,145 m² área total,115 m² área útil,3 Quartos,5 Banheiros,3 Vagas,<span> Brooklin
3788,R$ 370.000,41 m² área total,41 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Saúde
3789,R$ 740.000,200 m² área total,134 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Jardim Olympia
3790,R$ 699.000,205 m² área total,92 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Alto da Lapa
3791,R$ 880.000,150 m² área total,109 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Mascote
3792,R$ 250.000,65 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Celeste
3793,R$ 780.000,125 m² área total,94 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Alto da Boa Vista
3794,R$ 649.800,72 m² área total,72 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Gumercindo
3795,R$ 350.000,53 m² área total,53 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Ipiranga
3796,R$ 320.000,52 m² área total,52 m² área útil,0 Quartos,1 Banheiro,1 Vaga,<span> Vila Mangalot
3797,R$ 798.000,88 m² área total,88 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Firmiano Pinto
3798,R$ 822.200,130 m² área total,79 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Aclimação
3799,R$ 689.000,90 m² área total,90 m² área útil,3 Quartos,2 Banheiros,3 Vagas,<span> Bosque da Saúde
3800,R$ 330.000,75 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Santa Catarina
3801,R$ 660.000,92 m² área total,92 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Tatuapé
3802,R$ 380.000,58 m² área total,58 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Moinho Velho
3803,R$ 250.000,68 m² área total,68 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Capão Redondo
3804,R$ 1.350.000,89 m² área total,89 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Pinheiros
3805,R$ 320.000,30 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Europa
3806,R$ 340.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
3807,R$ 1.000.000,150 m² área total,95 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Pinheiros
3808,R$ 730.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
3809,R$ 750.000,101 m² área total,101 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Vila Andrade
3810,R$ 1.400.000,280 m² área total,200 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Campo Belo
3811,R$ 235.000,28 m² área total,28 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Paraíso
3812,R$ 335.000,75 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jabaquara
3813,R$ 295.000,90 m² área total,63 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Jardim Esmeralda
3814,R$ 260.000,66 m² área total,30 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
3815,R$ 1.130.000,160 m² área total,160 m² área útil,4 Quartos,4 Banheiros,4 Vagas,<span> Panamby
3816,R$ 670.000,98 m² área total,98 m² área útil,3 Quartos,4 Banheiros,1 Vaga,<span> Jardim Marajoara
3817,R$ 520.000,44 m² área total,44 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Santa Cecília
3818,R$ 620.000,90 m² área total,90 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Santana
3819,R$ 380.000,114 m² área total,61 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Santana
3820,R$ 240.000,45 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Mascote
3821,R$ 1.235.000,250 m² área total,134 m² área útil,4 Quartos,4 Banheiros,3 Vagas,<span> Chácara Santo Antônio
3822,R$ 1.099.000,173 m² área total,143 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Tatuapé
3823,R$ 340.000,62 m² área total,62 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Antônio
3824,R$ 530.000,55 m² área total,55 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Romana
3825,R$ 330.000,67 m² área total,47 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jabaquara
3826,R$ 490.000,66 m² área total,66 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Tatuapé
3827,R$ 398.000,75 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jabaquara
3828,R$ 299.000,73 m² área total,53 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jabaquara
3829,R$ 402.800,41 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Cidade Monç
3830,R$ 380.000,95 m² área total,95 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Guedes
3831,R$ 300.000,70 m² área total,63 m² área útil,0 Quartos,1 Banheiro,1 Vaga,<span> Butantã
3832,R$ 725.000,75 m² área total,75 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Paraíso
3833,R$ 320.000,74 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Olímpia
3834,R$ 950.000,115 m² área total,115 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Leopoldina
3835,R$ 965.000,112 m² área total,112 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Mascote
3836,R$ 1.599.800,140 m² área total,140 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Perdizes
3837,R$ 615.000,146 m² área total,86 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Jabaquara
3838,R$ 400.000,78 m² área total,78 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Jardim Independência
3839,R$ 490.000,386 m² área total,186 m² área útil,3 Quartos,4 Banheiros,3 Vagas,<span> Vila Suzana
3840,R$ 230.000,20 m² área total,20 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Moema
3841,R$ 450.000,49 m² área total,49 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Parque Imperial
3842,R$ 286.000,70 m² área total,64 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Vila Lageado
3843,R$ 309.000,64 m² área total,64 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Albano
3844,R$ 330.000,150 m² área total,67 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Jardim Bonfiglioli
3845,R$ 545.000,60 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Mariana
3846,R$ 2.350.000,228 m² área total,228 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Brooklin
3847,R$ 650.000,129 m² área total,70 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Perdizes
3848,R$ 250.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Interlagos
3849,R$ 1.200.000,103 m² área total,103 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Granja Julieta
3850,R$ 820.000,80 m² área total,80 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Romana
3851,R$ 260.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Morumbi
3852,R$ 399.900,60 m² área total,55 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Lapa
3853,R$ 510.000,82 m² área total,82 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Vila Amélia
3854,R$ 620.000,91 m² área total,72 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Cidade São Francisco
3855,R$ 1.450.000,122 m² área total,122 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Granja Julieta
3856,R$ 498.000,98 m² área total,98 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Parque Mandaqui
3857,R$ 340.000,60 m² área total,60 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Sacomã
3858,R$ 650.000,138 m² área total,92 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Jardim da Saúde
3859,R$ 320.000,68 m² área total,68 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jardim Esmeralda
3860,R$ 220.000,54 m² área total,54 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Carmosina
3861,R$ 510.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Moema
3862,R$ 9.400.000,450 m² área total,369 m² área útil,4 Quartos,5 Banheiros,5 Vagas,<span> Vila Nova Conceição
3863,R$ 1.450.000,127 m² área total,127 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Vila Leopoldina
3864,R$ 530.000,88 m² área total,48 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Leopoldina
3865,R$ 445.000,54 m² área total,54 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Gumercindo
3866,R$ 691.500,67 m² área total,67 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Chácara Inglesa
3867,R$ 325.000,100 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Sônia
3868,R$ 3.200.000,411 m² área total,371 m² área útil,4 Quartos,6 Banheiros,4 Vagas,<span> Vila Madalena
3869,R$ 300.000,120 m² área total,75 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Jardim Ubirajara 
3870,R$ 400.000,120 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Chácara Santo Antônio
3871,R$ 339.200,45 m² área total,35 m² área útil,0 Quartos,1 Banheiro,1 Vaga,<span> Vila Mariana
3872,R$ 720.000,127 m² área total,127 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Morumbi
3873,R$ 280.000,62 m² área total,62 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> Jardim São Savério
3874,R$ 1.050.000,73 m² área total,73 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Moema
3875,R$ 500.000,63 m² área total,63 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Cambuci
3876,R$ 403.000,55 m² área total,55 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jabaquara
3877,R$ 1.590.000,220 m² área total,135 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Vila Mariana
3878,R$ 2.450.000,149 m² área total,149 m² área útil,3 Quartos,5 Banheiros,2 Vagas,<span> Paraíso
3879,R$ 390.000,32 m² área total,32 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Barra Funda
3880,R$ 318.000,80 m² área total,54 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Íris
3881,R$ 1.750.000,252 m² área total,170 m² área útil,3 Quartos,4 Banheiros,4 Vagas,<span> Santana
3882,R$ 840.000,52 m² área total,52 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Itaim Bibi
3883,R$ 780.000,47 m² área total,47 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
3884,R$ 830.000,100 m² área total,100 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Monumento
3885,R$ 1.170.000,128 m² área total,128 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Chácara Inglesa
3886,R$ 469.500,120 m² área total,58 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Guarani
3887,R$ 680.000,100 m² área total,87 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Vila Mascote
3888,R$ 265.000,119 m² área total,49 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Vila Santa Teresa 
3889,R$ 350.000,63 m² área total,64 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Tatuapé
3890,R$ 6.500.000,400 m² área total,400 m² área útil,4 Quartos,6 Banheiros,4 Vagas,<span> Cidade Monç
3891,R$ 1.280.000,120 m² área total,120 m² área útil,0 Quartos,2 Banheiros,3 Vagas,<span> Perdizes
3892,R$ 1.100.000,86 m² área total,86 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Clementino
3893,R$ 413.000,36 m² área total,36 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
3894,R$ 425.000,64 m² área total,64 m² área útil,3 Quartos,1 Banheiro,1 Vaga,<span> City América
3895,R$ 770.000,127 m² área total,127 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Vila Suzana
3896,R$ 350.000,52 m² área total,52 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Lauzane Paulista
3897,R$ 600.000,40 m² área total,40 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
3898,R$ 700.000,200 m² área total,200 m² área útil,4 Quartos,3 Banheiros,3 Vagas,<span> Jardim Ampliação
3899,R$ 1.600.000,570 m² área total,300 m² área útil,4 Quartos,5 Banheiros,5 Vagas,<span> Cidade São Francisco
3900,R$ 598.000,63 m² área total,63 m² área útil,2 Quartos,1 Banheiro,2 Vagas,<span> Santana
3901,R$ 10.900.000,350 m² área total,350 m² área útil,3 Quartos,5 Banheiros,5 Vagas,<span> Jardins
3902,R$ 775.000,88 m² área total,88 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Pinheiros
3903,R$ 250.000,70 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
3904,R$ 330.000,50 m² área total,47 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Liberdade
3905,R$ 695.000,52 m² área total,52 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Pinheiros
3906,R$ 399.000,68 m² área total,68 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Jardim São Paulo
3907,R$ 800.000,90 m² área total,90 m² área útil,3 Quartos,2 Banheiros,2 Vagas,<span> Vila Regente Feij
3908,R$ 3.180.000,160 m² área total,160 m² área útil,2 Quartos,3 Banheiros,2 Vagas,<span> Moema
3909,R$ 1.400.000,130 m² área total,116 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Brooklin Paulista
3910,R$ 300.000,65 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Europa
3911,R$ 860.000,85 m² área total,85 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Leopoldina
3912,R$ 250.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Interlagos
3913,R$ 465.000,90 m² área total,38 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardim Europa
3914,R$ 350.000,80 m² área total,35 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Vila Mariana
3915,R$ 1.850.000,150 m² área total,150 m² área útil,3 Quartos,3 Banheiros,3 Vagas,<span> Vila Mariana
3916,R$ 1.390.000,122 m² área total,122 m² área útil,3 Quartos,2 Banheiros,1 Vaga,<span> Perdizes
3917,R$ 2.150.000,168 m² área total,168 m² área útil,4 Quartos,5 Banheiros,3 Vagas,<span> Brooklin
3918,R$ 1.685.000,170 m² área total,107 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Higien
3919,R$ 320.000,33 m² área total,33 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Jardins
3920,R$ 1.500.000,115 m² área total,115 m² área útil,3 Quartos,4 Banheiros,2 Vagas,<span> Paraíso
3921,R$ 400.000,56 m² área total,56 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jardim Itapeva
3922,R$ 1.250.000,128 m² área total,128 m² área útil,3 Quartos,5 Banheiros,2 Vagas,<span> Ipiranga
3923,R$ 1.380.000,95 m² área total,95 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Pinheiros
3924,R$ 340.000,37 m² área total,37 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Bela Vista
3925,R$ 540.000,75 m² área total,64 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila Mascote
3926,R$ 420.000,41 m² área total,31 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
3927,R$ 470.000,52 m² área total,42 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Itaim Bibi
3928,R$ 3.750.000,274 m² área total,274 m² área útil,3 Quartos,5 Banheiros,4 Vagas,<span> Campo Belo
3929,R$ 850.000,90 m² área total,65 m² área útil,1 Quarto,3 Banheiros,2 Vagas,<span> Pinheiros
3930,R$ 1.800.000,320 m² área total,265 m² área útil,4 Quartos,5 Banheiros,2 Vagas,<span> Bela Vista
3931,R$ 270.000,50 m² área total,50 m² área útil,2 Quartos,1 Banheiro,1 Vaga,<span> Jaguaré
3932,R$ 680.000,68 m² área total,68 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Vila da Saúde
3933,R$ 935.000,114 m² área total,94 m² área útil,3 Quartos,3 Banheiros,2 Vagas,<span> Bosque da Saúde
3934,R$ 192.000,100 m² área total,53 m² área útil,1 Quarto,1 Banheiro,1 Vaga,<span> Santana
3935,R$ 255.000,1000 m² área tot,60 m² área útil,2 Quartos,2 Banheiros,1 Vaga,<span> Parais
3936,R$ 320.000,62 m² área total,62 m² área útil,2 Quartos,2 Banheiros,2 Vagas,<span> Vila Roque
